	region1	region2	chrom1	start1	end1	chrom2	start2	end2	contact_pair	dist_from_diag	pixel_size	gene1	gene2
456	('chr4', 93820000, 93830000)	('chr4', 173490000, 173550000)	chr4	93820000	93830000	chr4	173490000	173550000	(('chr4', 93820000, 93830000), ('chr4', 173490000, 173550000))	79695000.0	600000000	ATOH1	HAND2,HAND2-AS1,SCRG1
457	('chr8', 10700000, 10740000)	('chr8', 26030000, 26060000)	chr8	10700000	10740000	chr8	26030000	26060000	(('chr8', 10700000, 10740000), ('chr8', 26030000, 26060000))	15325000.0	1200000000	SOX7,PINX1	EBF2
459	('chr1', 118970000, 119010000)	('chr1', 197910000, 197920000)	chr1	118970000	119010000	chr1	197910000	197920000	(('chr1', 118970000, 119010000), ('chr1', 197910000, 197920000))	78925000.0	400000000	TBX15,AL139420.2	LHX9
460	('chr6', 10370000, 10420000)	('chr6', 100430000, 100480000)	chr6	10370000	10420000	chr6	100430000	100480000	(('chr6', 10370000, 10420000), ('chr6', 100430000, 100480000))	90060000.0	2500000000	TFAP2A,TFAP2A-AS1,TFAP2A-AS2	SIM1
461	('chr5', 51360000, 51410000)	('chr5', 123035000, 123055000)	chr5	51360000	51410000	chr5	123035000	123055000	(('chr5', 51360000, 51410000), ('chr5', 123035000, 123055000))	71660000.0	1000000000	ISL1,AC010478.1	PPIC,AC106786.2
462	('chr5', 55150000, 55190000)	('chr5', 77620000, 77660000)	chr5	55150000	55190000	chr5	77620000	77660000	(('chr5', 55150000, 55190000), ('chr5', 77620000, 77660000))	22470000.0	1600000000	GPX8,CDC20B,MIR449A	OTP,WDR41
463	('chr5', 123035000, 123055000)	('chr5', 174700000, 174750000)	chr5	123035000	123055000	chr5	174700000	174750000	(('chr5', 123035000, 123055000), ('chr5', 174700000, 174750000))	51680000.0	1000000000	PPIC,AC106786.2	MSX2
464	('chr8', 23680000, 23730000)	('chr8', 76660000, 76700000)	chr8	23680000	23730000	chr8	76660000	76700000	(('chr8', 23680000, 23730000), ('chr8', 76660000, 76700000))	52975000.0	2000000000	NKX2-6,AC012574.1	ZFHX4,ZFHX4-AS1
465	('chr5', 171280000, 171340000)	('chr5', 174700000, 174750000)	chr5	171280000	171340000	chr5	174700000	174750000	(('chr5', 171280000, 171340000), ('chr5', 174700000, 174750000))	3415000.0	3000000000	TLX3,AC091980.2	MSX2
466	('chr8', 64550000, 64600000)	('chr8', 98930000, 98980000)	chr8	64550000	64600000	chr8	98930000	98980000	(('chr8', 64550000, 64600000), ('chr8', 98930000, 98980000))	34380000.0	2500000000	BHLHE22	OSR2,STK3
467	('chr2', 118218000, 118228000)	('chr2', 199450000, 199480000)	chr2	118218000	118228000	chr2	199450000	199480000	(('chr2', 118218000, 118228000), ('chr2', 199450000, 199480000))	81242000.0	300000000	THORLNC	SATB2,SATB2-AS1
468	('chr4', 108140000, 108180000)	('chr4', 174180000, 174230000)	chr4	108140000	108180000	chr4	174180000	174230000	(('chr4', 108140000, 108180000), ('chr4', 174180000, 174230000))	66045000.0	2000000000	LEF1,LEF1-AS1	LINC02268
469	('chr21', 33010000, 33030000)	('chr21', 36680000, 36710000)	chr21	33010000	33030000	chr21	36680000	36710000	(('chr21', 33010000, 33030000), ('chr21', 36680000, 36710000))	3675000.0	600000000	OLIG2	SIM2,AP000697.1
470	('chr4', 4850000, 4875000)	('chr4', 108140000, 108180000)	chr4	4850000	4875000	chr4	108140000	108180000	(('chr4', 4850000, 4875000), ('chr4', 108140000, 108180000))	103297500.0	1000000000	MSX1,LINC01396	LEF1,LEF1-AS1
472	('chr11', 31790000, 31830000)	('chr11', 44290000, 44340000)	chr11	31790000	31830000	chr11	44290000	44340000	(('chr11', 31790000, 31830000), ('chr11', 44290000, 44340000))	12505000.0	2000000000	PAX6,PAUPAR	ALX4
473	('chr2', 72140000, 72150000)	('chr2', 170710000, 170720000)	chr2	72140000	72150000	chr2	170710000	170720000	(('chr2', 72140000, 72150000), ('chr2', 170710000, 170720000))	98570000.0	100000000	CYP26B1	SP5,LINC01124
474	('chr2', 161410000, 161430000)	('chr2', 218990000, 219000000)	chr2	161410000	161430000	chr2	218990000	219000000	(('chr2', 161410000, 161430000), ('chr2', 218990000, 219000000))	57575000.0	200000000	TBR1	CRYBA2
475	('chr5', 2725000, 2790000)	('chr5', 123080000, 123110000)	chr5	2725000	2790000	chr5	123080000	123110000	(('chr5', 2725000, 2790000), ('chr5', 123080000, 123110000))	120337500.0	1950000000	IRX2	PRDM6,AC106786.1
476	('chr6', 125730000, 125740000)	('chr6', 149910000, 149990000)	chr6	125730000	125740000	chr6	149910000	149990000	(('chr6', 125730000, 125740000), ('chr6', 149910000, 149990000))	24215000.0	800000000	HEY2, AL365259.1	ULBP1,AL355497.1
477	('chr7', 15680000, 15690000)	('chr7', 155360000, 155390000)	chr7	15680000	15690000	chr7	155360000	155390000	(('chr7', 15680000, 15690000), ('chr7', 155360000, 155390000))	139690000.0	300000000	MEOX2	BLACE,LOC100286906
478	('chr10', 22320000, 22350000)	('chr10', 75390000, 75430000)	chr10	22320000	22350000	chr10	75390000	75430000	(('chr10', 22320000, 22350000), ('chr10', 75390000, 75430000))	53075000.0	1200000000	SPAG6,AL158211.3	ZNF503,SPA17P1,AC010997.4,ZNF503-AS2,AC010997.3
479	('chr6', 1590000, 1630000)	('chr6', 99570000, 99630000)	chr6	1590000	1630000	chr6	99570000	99630000	(('chr6', 1590000, 1630000), ('chr6', 99570000, 99630000))	97990000.0	2400000000	FOXC1	CCNC,PRDM13,AL137784.2,AL137784.1,AL137784.3
480	('chr6', 100430000, 100480000)	('chr6', 133230000, 133250000)	chr6	100430000	100480000	chr6	133230000	133250000	(('chr6', 100430000, 100480000), ('chr6', 133230000, 133250000))	32785000.0	1000000000	SIM1	EYA4
481	('chr4', 93820000, 93830000)	('chr4', 111620000, 111630000)	chr4	93820000	93830000	chr4	111620000	111630000	(('chr4', 93820000, 93830000), ('chr4', 111620000, 111630000))	17800000.0	100000000	ATOH1	AC083795.2
482	('chr6', 99570000, 99630000)	('chr6', 117250000, 117280000)	chr6	99570000	99630000	chr6	117250000	117280000	(('chr6', 99570000, 99630000), ('chr6', 117250000, 117280000))	17665000.0	1800000000	CCNC,PRDM13,AL137784.2,AL137784.1,AL137784.3	VGLL2
483	('chr3', 158080000, 158110000)	('chr3', 181695000, 181730000)	chr3	158080000	158110000	chr3	181695000	181730000	(('chr3', 158080000, 158110000), ('chr3', 181695000, 181730000))	23617500.0	1050000000	SHOX2,RSRC1	SOX2,RF01954,SOX2-OT
484	('chr5', 51360000, 51410000)	('chr5', 55220000, 55230000)	chr5	51360000	51410000	chr5	55220000	55230000	(('chr5', 51360000, 51410000), ('chr5', 55220000, 55230000))	3840000.0	500000000	ISL1,AC010478.1	MCIDAS,CCNO,AC026704.1
485	('chr6', 104920000, 104960000)	('chr6', 137460000, 137510000)	chr6	104920000	104960000	chr6	137460000	137510000	(('chr6', 104920000, 104960000), ('chr6', 137460000, 137510000))	32545000.0	2000000000	LIN28B,LIN28B-AS1	OLIG3
486	('chr1', 47180000, 47250000)	('chr1', 213980000, 213990000)	chr1	47180000	47250000	chr1	213980000	213990000	(('chr1', 47180000, 47250000), ('chr1', 213980000, 213990000))	166770000.0	700000000	TAL1,AL135960.1	PROX1,AC011700.1
487	('chr2', 45000000, 45010000)	('chr2', 206250000, 206285000)	chr2	45000000	45010000	chr2	206250000	206285000	(('chr2', 45000000, 45010000), ('chr2', 206250000, 206285000))	161262500.0	350000000	SIX2	ZDBF2,HMGN1P6
488	('chr1', 47180000, 47250000)	('chr1', 75120000, 75140000)	chr1	47180000	47250000	chr1	75120000	75140000	(('chr1', 47180000, 47250000), ('chr1', 75120000, 75140000))	27915000.0	1400000000	TAL1,AL135960.1	LHX8,AC099786.2,AC099786.3
489	('chr2', 5690000, 5700000)	('chr2', 118218000, 118228000)	chr2	5690000	5700000	chr2	118218000	118228000	(('chr2', 5690000, 5700000), ('chr2', 118218000, 118228000))	112528000.0	100000000	SOX11	THORLNC
490	('chr5', 55220000, 55230000)	('chr5', 171280000, 171340000)	chr5	55220000	55230000	chr5	171280000	171340000	(('chr5', 55220000, 55230000), ('chr5', 171280000, 171340000))	116085000.0	600000000	MCIDAS,CCNO,AC026704.1	TLX3,AC091980.2
491	('chr7', 15680000, 15690000)	('chr7', 129780000, 129790000)	chr7	15680000	15690000	chr7	129780000	129790000	(('chr7', 15680000, 15690000), ('chr7', 129780000, 129790000))	114100000.0	100000000	MEOX2	MIR96,MIR182,AC084864.1
492	('chr8', 26030000, 26060000)	('chr8', 76660000, 76700000)	chr8	26030000	26060000	chr8	76660000	76700000	(('chr8', 26030000, 26060000), ('chr8', 76660000, 76700000))	50635000.0	1200000000	EBF2	ZFHX4,ZFHX4-AS1
493	('chr9', 37010000, 37040000)	('chr9', 126600000, 126630000)	chr9	37010000	37040000	chr9	126600000	126630000	(('chr9', 37010000, 37040000), ('chr9', 126600000, 126630000))	89590000.0	900000000	PAX5,AL161781.2	LMX1B,AL161908.1,AL161908.2
494	('chr1', 92460000, 92500000)	('chr1', 118180000, 118190000)	chr1	92460000	92500000	chr1	118180000	118190000	(('chr1', 92460000, 92500000), ('chr1', 118180000, 118190000))	25705000.0	400000000	GFI1	SPAG17
495	('chr10', 23170000, 23200000)	('chr10', 123110000, 123160000)	chr10	23170000	23200000	chr10	123110000	123160000	(('chr10', 23170000, 23200000), ('chr10', 123110000, 123160000))	99950000.0	1500000000	PTF1A	HMX2,HMX3,BUB3
496	('chr8', 10700000, 10740000)	('chr8', 23680000, 23730000)	chr8	10700000	10740000	chr8	23680000	23730000	(('chr8', 10700000, 10740000), ('chr8', 23680000, 23730000))	12985000.0	2000000000	SOX7,PINX1	NKX2-6,AC012574.1
497	('chr2', 170810000, 170820000)	('chr2', 181680000, 181690000)	chr2	170810000	170820000	chr2	181680000	181690000	(('chr2', 170810000, 170820000), ('chr2', 181680000, 181690000))	10870000.0	100000000	GAD1,AC007405.2	CERKL,NEUROD1
498	('chr9', 37010000, 37040000)	('chr9', 122190000, 122230000)	chr9	37010000	37040000	chr9	122190000	122230000	(('chr9', 37010000, 37040000), ('chr9', 122190000, 122230000))	85185000.0	1200000000	PAX5,AL161781.2	LHX6
499	('chr7', 15680000, 15690000)	('chr7', 97730000, 97740000)	chr7	15680000	15690000	chr7	97730000	97740000	(('chr7', 15680000, 15690000), ('chr7', 97730000, 97740000))	82050000.0	100000000	MEOX2	TAC1
500	('chr10', 117110000, 117170000)	('chr10', 123110000, 123160000)	chr10	117110000	117170000	chr10	123110000	123160000	(('chr10', 117110000, 117170000), ('chr10', 123110000, 123160000))	5995000.0	3000000000	VAX1,MIR3663	HMX2,HMX3,BUB3
501	('chr1', 63320000, 63330000)	('chr1', 213980000, 213990000)	chr1	63320000	63330000	chr1	213980000	213990000	(('chr1', 63320000, 63330000), ('chr1', 213980000, 213990000))	150660000.0	100000000	FOXD3,FOXD3-AS1,MIR6068	PROX1,AC011700.1
502	('chr6', 10370000, 10420000)	('chr6', 27860000, 27890000)	chr6	10370000	10420000	chr6	27860000	27890000	(('chr6', 10370000, 10420000), ('chr6', 27860000, 27890000))	17480000.0	1500000000	TFAP2A,TFAP2A-AS1,TFAP2A-AS2	HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2
503	('chr6', 105975000, 106000000)	('chr6', 125730000, 125740000)	chr6	105975000	106000000	chr6	125730000	125740000	(('chr6', 105975000, 106000000), ('chr6', 125730000, 125740000))	19747500.0	250000000	-	HEY2, AL365259.1
504	('chr2', 19350000, 19360000)	('chr2', 218990000, 219000000)	chr2	19350000	19360000	chr2	218990000	219000000	(('chr2', 19350000, 19360000), ('chr2', 218990000, 219000000))	199640000.0	100000000	OSR1	CRYBA2
505	('chr7', 20760000, 20800000)	('chr7', 97730000, 97740000)	chr7	20760000	20800000	chr7	97730000	97740000	(('chr7', 20760000, 20800000), ('chr7', 97730000, 97740000))	76955000.0	400000000	SP8	TAC1
506	('chr5', 73220000, 73240000)	('chr5', 135020000, 135045000)	chr5	73220000	73240000	chr5	135020000	135045000	(('chr5', 73220000, 73240000), ('chr5', 135020000, 135045000))	61802500.0	500000000	AC116345.1	PITX1,C5orf66,AC008406.3
507	('chr11', 20580000, 20620000)	('chr11', 32420000, 32445000)	chr11	20580000	20620000	chr11	32420000	32445000	(('chr11', 20580000, 20620000), ('chr11', 32420000, 32445000))	11832500.0	1000000000	SLC6A5	WT1,WT1-AS
508	('chr2', 118830000, 118840000)	('chr2', 170710000, 170720000)	chr2	118830000	118840000	chr2	170710000	170720000	(('chr2', 118830000, 118840000), ('chr2', 170710000, 170720000))	51880000.0	100000000	EN1,LINC01956	SP5,LINC01124
509	('chr18', 3430000, 3470000)	('chr18', 47230000, 47270000)	chr18	3430000	3470000	chr18	47230000	47270000	(('chr18', 3430000, 3470000), ('chr18', 47230000, 47270000))	43800000.0	1600000000	TGIF1	SKOR2
510	('chr1', 165350000, 165360000)	('chr1', 180230000, 180240000)	chr1	165350000	165360000	chr1	180230000	180240000	(('chr1', 165350000, 165360000), ('chr1', 180230000, 180240000))	14880000.0	100000000	LMX1A	LHX4
511	('chr10', 26200000, 26220000)	('chr10', 129930000, 129980000)	chr10	26200000	26220000	chr10	129930000	129980000	(('chr10', 26200000, 26220000), ('chr10', 129930000, 129980000))	103745000.0	1000000000	GAD2	EBF3
512	('chr6', 5990000, 6010000)	('chr6', 125730000, 125740000)	chr6	5990000	6010000	chr6	125730000	125740000	(('chr6', 5990000, 6010000), ('chr6', 125730000, 125740000))	119735000.0	200000000	NRN1	HEY2, AL365259.1
513	('chr2', 19350000, 19360000)	('chr2', 70880000, 70890000)	chr2	19350000	19360000	chr2	70880000	70890000	(('chr2', 19350000, 19360000), ('chr2', 70880000, 70890000))	51530000.0	100000000	OSR1	VAX2,LINC01143,RF02272
514	('chr1', 92460000, 92500000)	('chr1', 118970000, 119010000)	chr1	92460000	92500000	chr1	118970000	119010000	(('chr1', 92460000, 92500000), ('chr1', 118970000, 119010000))	26510000.0	1600000000	GFI1	TBX15,AL139420.2
515	('chr6', 99570000, 99630000)	('chr6', 133830000, 133900000)	chr6	99570000	99630000	chr6	133830000	133900000	(('chr6', 99570000, 99630000), ('chr6', 133830000, 133900000))	34265000.0	4200000000	CCNC,PRDM13,AL137784.2,AL137784.1,AL137784.3	TARID,LINC01312,TCF21
516	('chr2', 118830000, 118840000)	('chr2', 206250000, 206285000)	chr2	118830000	118840000	chr2	206250000	206285000	(('chr2', 118830000, 118840000), ('chr2', 206250000, 206285000))	87432500.0	350000000	EN1,LINC01956	ZDBF2,HMGN1P6
517	('chr2', 63050000, 63060000)	('chr2', 170810000, 170820000)	chr2	63050000	63060000	chr2	170810000	170820000	(('chr2', 63050000, 63060000), ('chr2', 170810000, 170820000))	107760000.0	100000000	OTX1	GAD1,AC007405.2
518	('chr2', 156315000, 156345000)	('chr2', 206250000, 206285000)	chr2	156315000	156345000	chr2	206250000	206285000	(('chr2', 156315000, 156345000), ('chr2', 206250000, 206285000))	49937500.0	1050000000	NR4A2,AC074099.1	ZDBF2,HMGN1P6
519	('chr10', 92680000, 92690000)	('chr10', 123110000, 123160000)	chr10	92680000	92690000	chr10	123110000	123160000	(('chr10', 92680000, 92690000), ('chr10', 123110000, 123160000))	30450000.0	500000000	HHEX	HMX2,HMX3,BUB3
520	('chr10', 92680000, 92690000)	('chr10', 101120000, 101150000)	chr10	92680000	92690000	chr10	101120000	101150000	(('chr10', 92680000, 92690000), ('chr10', 101120000, 101150000))	8450000.0	300000000	HHEX	TLX1,TLX1NB
521	('chr2', 70880000, 70890000)	('chr2', 218990000, 219000000)	chr2	70880000	70890000	chr2	218990000	219000000	(('chr2', 70880000, 70890000), ('chr2', 218990000, 219000000))	148110000.0	100000000	VAX2,LINC01143,RF02272	CRYBA2
522	('chr7', 1210000, 1260000)	('chr7', 96980000, 97040000)	chr7	1210000	1260000	chr7	96980000	97040000	(('chr7', 1210000, 1260000), ('chr7', 96980000, 97040000))	95775000.0	3000000000	UNCX	DLX5,DLX6,DLX6-AS1
523	('chr10', 101210000, 101240000)	('chr10', 117530000, 117560000)	chr10	101210000	101240000	chr10	117530000	117560000	(('chr10', 101210000, 101240000), ('chr10', 117530000, 117560000))	16320000.0	900000000	LBX1,LBX1-AS1	EMX2,EMX2OS
524	('chr13', 50110000, 50160000)	('chr13', 78570000, 78615000)	chr13	50110000	50160000	chr13	78570000	78615000	(('chr13', 50110000, 50160000), ('chr13', 78570000, 78615000))	28457500.0	2250000000	DLEU2	POU4F1,RNF219-AS1
525	('chr5', 3560000, 3610000)	('chr5', 171280000, 171340000)	chr5	3560000	3610000	chr5	171280000	171340000	(('chr5', 3560000, 3610000), ('chr5', 171280000, 171340000))	167725000.0	3000000000	IRX1	TLX3,AC091980.2
526	('chr5', 55150000, 55190000)	('chr5', 146310000, 146365000)	chr5	55150000	55190000	chr5	146310000	146365000	(('chr5', 55150000, 55190000), ('chr5', 146310000, 146365000))	91167500.0	2200000000	GPX8,CDC20B,MIR449A	POU4F3,AC091959.3,AC011396.2
527	('chr1', 118180000, 118190000)	('chr1', 180230000, 180240000)	chr1	118180000	118190000	chr1	180230000	180240000	(('chr1', 118180000, 118190000), ('chr1', 180230000, 180240000))	62050000.0	100000000	SPAG17	LHX4
528	('chr2', 72140000, 72150000)	('chr2', 222250000, 222318000)	chr2	72140000	72150000	chr2	222250000	222318000	(('chr2', 72140000, 72150000), ('chr2', 222250000, 222318000))	150139000.0	680000000	CYP26B1	PAX3,CCDC140
529	('chr4', 8830000, 8910000)	('chr4', 41730000, 41760000)	chr4	8830000	8910000	chr4	41730000	41760000	(('chr4', 8830000, 8910000), ('chr4', 41730000, 41760000))	32875000.0	2400000000	HMX1	PHOX2B,AC105389.1
530	('chr4', 84475000, 84515000)	('chr4', 93820000, 93830000)	chr4	84475000	84515000	chr4	93820000	93830000	(('chr4', 84475000, 84515000), ('chr4', 93820000, 93830000))	9330000.0	400000000	NKX6-1	ATOH1
531	('chr15', 76320000, 76360000)	('chr15', 96310000, 96430000)	chr15	76320000	76360000	chr15	96310000	96430000	(('chr15', 76320000, 76360000), ('chr15', 96310000, 96430000))	20030000.0	4800000000	ISL2,ETFA,AC027243.1	NR2F2,NR2F2-AS1,AC016251.2,AC103746.1,AC087477.2,AC087477.6,AC087477.5
532	('chr1', 90830000, 90840000)	('chr1', 229490000, 229500000)	chr1	90830000	90840000	chr1	229490000	229500000	(('chr1', 90830000, 90840000), ('chr1', 229490000, 229500000))	138660000.0	100000000	AC091614.2,AL590094.1	NUP133
533	('chr5', 42980000, 43050000)	('chr5', 73220000, 73240000)	chr5	42980000	43050000	chr5	73220000	73240000	(('chr5', 42980000, 43050000), ('chr5', 73220000, 73240000))	30215000.0	1400000000	ANXA2R,AC025171.5,AC025171.2,AC008875.1,AC025171.1,AC025171.3	AC116345.1
534	('chr2', 170710000, 170720000)	('chr2', 206250000, 206285000)	chr2	170710000	170720000	chr2	206250000	206285000	(('chr2', 170710000, 170720000), ('chr2', 206250000, 206285000))	35552500.0	350000000	SP5,LINC01124	ZDBF2,HMGN1P6
535	('chr5', 42980000, 43050000)	('chr5', 51360000, 51410000)	chr5	42980000	43050000	chr5	51360000	51410000	(('chr5', 42980000, 43050000), ('chr5', 51360000, 51410000))	8370000.0	3500000000	ANXA2R,AC025171.5,AC025171.2,AC008875.1,AC025171.1,AC025171.3	ISL1,AC010478.1
536	('chr1', 24930000, 24940000)	('chr1', 47430000, 47440000)	chr1	24930000	24940000	chr1	47430000	47440000	(('chr1', 24930000, 24940000), ('chr1', 47430000, 47440000))	22500000.0	100000000	RUNX3	FOXD2,FOXD2-AS1
537	('chr18', 22155000, 22175000)	('chr18', 57400000, 57460000)	chr18	22155000	22175000	chr18	57400000	57460000	(('chr18', 22155000, 22175000), ('chr18', 57400000, 57460000))	35265000.0	1200000000	GATA6,GATA6-AS1	ONECUT2,AC090340.1
539	('chr11', 22320000, 22350000)	('chr11', 32420000, 32445000)	chr11	22320000	22350000	chr11	32420000	32445000	(('chr11', 22320000, 22350000), ('chr11', 32420000, 32445000))	10097500.0	750000000	SLC17A6	WT1,WT1-AS
541	('chr7', 23450000, 23480000)	('chr7', 155440000, 155530000)	chr7	23450000	23480000	chr7	155440000	155530000	(('chr7', 23450000, 23480000), ('chr7', 155440000, 155530000))	132020000.0	2700000000	IGF2BP3	EN2,CNPY1,AC008060.3,AC008060.2
542	('chr16', 51130000, 51180000)	('chr16', 54910000, 54960000)	chr16	51130000	51180000	chr16	54910000	54960000	(('chr16', 51130000, 51180000), ('chr16', 54910000, 54960000))	3780000.0	2500000000	SALL1,AC009166.1	IRX5,CRNDE,AC106738.2,AC106738.2
543	('chr1', 50415000, 50430000)	('chr1', 200030000, 200040000)	chr1	50415000	50430000	chr1	200030000	200040000	(('chr1', 50415000, 50430000), ('chr1', 200030000, 200040000))	149612500.0	150000000	DMRTA2,AL049637.2	NR5A2,RNU6-570P
544	('chr2', 66430000, 66440000)	('chr2', 170710000, 170720000)	chr2	66430000	66440000	chr2	170710000	170720000	(('chr2', 66430000, 66440000), ('chr2', 170710000, 170720000))	104280000.0	100000000	MEIS1	SP5,LINC01124
545	('chr4', 54080000, 54120000)	('chr4', 174180000, 174230000)	chr4	54080000	54120000	chr4	174180000	174230000	(('chr4', 54080000, 54120000), ('chr4', 174180000, 174230000))	120105000.0	2000000000	GSX2,MORF4L2P1,AC058822.1	LINC02268
546	('chr1', 18630000, 18640000)	('chr1', 229490000, 229500000)	chr1	18630000	18640000	chr1	229490000	229500000	(('chr1', 18630000, 18640000), ('chr1', 229490000, 229500000))	210860000.0	100000000	PAX7	NUP133
547	('chr7', 25840000, 25870000)	('chr7', 155440000, 155530000)	chr7	25840000	25870000	chr7	155440000	155530000	(('chr7', 25840000, 25870000), ('chr7', 155440000, 155530000))	129630000.0	2700000000	-	EN2,CNPY1,AC008060.3,AC008060.2
548	('chr2', 74455000, 74465000)	('chr2', 174320000, 174350000)	chr2	74455000	74465000	chr2	174320000	174350000	(('chr2', 74455000, 74465000), ('chr2', 174320000, 174350000))	99875000.0	300000000	INO80B,WBP1,MOGS	SP9,LINC01305,AC018470.1
549	('chr4', 4850000, 4875000)	('chr4', 54080000, 54120000)	chr4	4850000	4875000	chr4	54080000	54120000	(('chr4', 4850000, 4875000), ('chr4', 54080000, 54120000))	49237500.0	1000000000	MSX1,LINC01396	GSX2,MORF4L2P1,AC058822.1
550	('chr10', 22320000, 22350000)	('chr10', 99510000, 99550000)	chr10	22320000	22350000	chr10	99510000	99550000	(('chr10', 22320000, 22350000), ('chr10', 99510000, 99550000))	77195000.0	1200000000	SPAG6,AL158211.3	NKX2-3,LINC01475
551	('chr2', 5690000, 5700000)	('chr2', 173350000, 173360000)	chr2	5690000	5700000	chr2	173350000	173360000	(('chr2', 5690000, 5700000), ('chr2', 173350000, 173360000))	167660000.0	100000000	SOX11	CDCA7
